,query,engine,batch,instance,query_class,status,timeout,nb_results,nb_distinct_sources,relevant_sources_selectivity,tpwss,source_selection_time,planning_time,ask,exec_time,http_req,data_transfer,sts,exec_time_only
0,q01,fedx,0,0,MD,success,,1.0,20.0,1.0,137.0,577.0,2.0,166.0,3734.0,2632.0,3.778558,success,3157.0
1,q01,fedx,0,0,MD,success,,1.0,20.0,1.0,137.0,554.0,3.0,174.0,3867.0,2640.0,3.780931,success,3313.0
2,q01,fedx,0,0,MD,success,,1.0,20.0,1.0,137.0,588.0,3.0,173.0,3942.0,2639.0,3.7806349999999997,success,3354.0
3,q01,costfed,0,0,MD,success,,1.0,20.0,1.0,114.0,298.0,344.0,100.0,565.0,214.0,0.10935199999999999,success,267.0
4,q01,costfed,0,0,MD,success,,1.0,20.0,1.0,114.0,239.0,282.0,100.0,491.0,214.0,0.10935199999999999,success,252.0
5,q01,costfed,0,0,MD,success,,1.0,20.0,1.0,114.0,308.0,354.0,100.0,604.0,214.0,0.10935199999999999,success,296.0
6,q01,splendid,0,0,MD,timeout,120000.0,,20.0,1.0,137.0,709.0,2362.0,0.0,,447.0,497.673686,timeout,
7,q01,splendid,0,0,MD,success,,,20.0,1.0,137.0,699.0,2387.0,0.0,2410.0,280.0,0.012086,success,1711.0
8,q01,splendid,0,0,MD,success,,,20.0,1.0,137.0,670.0,2311.0,0.0,2332.0,280.0,0.012086,success,1662.0
9,q01,semagrow,0,0,MD,success,,1.0,20.0,1.0,137.0,1000.0,354.0,160.0,1926.0,453.0,0.23096699999999998,success,926.0
10,q01,semagrow,0,0,MD,success,,1.0,20.0,1.0,137.0,1126.0,343.0,160.0,2229.0,549.0,0.277809,success,1103.0
11,q01,semagrow,0,0,MD,success,,1.0,20.0,1.0,137.0,1107.0,344.0,160.0,4148.0,2569.0,1.5596029999999999,success,3041.0
12,q01,anapsid,0,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
13,q01,anapsid,0,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
14,q01,anapsid,0,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
15,q01,fedup_h0,0,0,MD,success,,1.0,5.0,0.25,40.0,0.1,,40.0,17.0,45.0,0.027025,success,16.9
16,q01,fedup_h0,0,0,MD,success,,1.0,5.0,0.25,40.0,1.0,,40.0,7.0,45.0,0.027025,success,6.0
17,q01,fedup_h0,0,0,MD,success,,1.0,5.0,0.25,40.0,0.1,,40.0,7.0,45.0,0.027025,success,6.9
18,q01,rsa,0,0,MD,success,,1.0,1.0,0.05,8.0,,,0.0,31.480073928833008,1.0,0.000757,success,
19,q01,rsa,0,0,MD,success,,1.0,1.0,0.05,8.0,,,0.0,29.027462005615234,1.0,0.000757,success,
20,q01,rsa,0,0,MD,success,,1.0,1.0,0.05,8.0,,,0.0,29.28757667541504,1.0,0.000757,success,
21,q01,fedx,1,0,MD,success,,1.0,40.0,1.0,278.0,853.0,3.0,344.0,18067.0,12288.0,13.756485,success,17214.0
22,q01,fedx,1,0,MD,success,,1.0,40.0,1.0,278.0,842.0,3.0,358.0,18529.0,12302.0,13.762870999999999,success,17687.0
23,q01,fedx,1,0,MD,success,,1.0,40.0,1.0,278.0,764.0,4.0,338.0,17625.0,12282.0,13.754128,success,16861.0
24,q01,costfed,1,0,MD,success,,1.0,40.0,1.0,236.0,341.0,392.0,200.0,874.0,436.0,0.26952699999999996,success,533.0
25,q01,costfed,1,0,MD,success,,1.0,40.0,1.0,236.0,383.0,441.0,200.0,887.0,436.0,0.269526,success,504.0
26,q01,costfed,1,0,MD,success,,1.0,40.0,1.0,236.0,399.0,466.0,200.0,931.0,436.0,0.269517,success,532.0
27,q01,splendid,1,0,MD,success,,,40.0,1.0,278.0,1052.0,4302.0,0.0,4334.0,560.0,0.024163999999999998,success,3282.0
28,q01,splendid,1,0,MD,timeout,120000.0,,40.0,1.0,278.0,1006.0,4297.0,0.0,,880.0,700.714526,timeout,
29,q01,splendid,1,0,MD,timeout,120000.0,,40.0,1.0,278.0,956.0,4176.0,0.0,,880.0,700.714526,timeout,
30,q01,semagrow,1,0,MD,success,,1.0,40.0,1.0,278.0,1526.0,472.0,320.0,3316.0,1323.0,0.7064349999999999,success,1790.0
31,q01,semagrow,1,0,MD,success,,1.0,40.0,1.0,278.0,1457.0,495.0,320.0,10940.0,10208.0,6.111574999999999,success,9483.0
32,q01,semagrow,1,0,MD,success,,1.0,40.0,1.0,278.0,1501.0,473.0,320.0,11762.0,14013.0,7.915194,success,10261.0
33,q01,anapsid,1,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
34,q01,anapsid,1,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
35,q01,anapsid,1,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
36,q01,fedup_h0,1,0,MD,success,,1.0,13.0,0.325,104.0,1.0,,80.0,35.0,93.0,0.054845,success,34.0
37,q01,fedup_h0,1,0,MD,success,,1.0,13.0,0.325,104.0,1.0,,80.0,14.0,93.0,0.054845,success,13.0
38,q01,fedup_h0,1,0,MD,success,,1.0,13.0,0.325,104.0,1.0,,80.0,16.0,93.0,0.054845,success,15.0
39,q01,rsa,1,0,MD,success,,1.0,1.0,0.025,8.0,,,0.0,32.59396553039551,1.0,0.000757,success,
40,q01,rsa,1,0,MD,success,,1.0,1.0,0.025,8.0,,,0.0,34.8820686340332,1.0,0.000757,success,
41,q01,rsa,1,0,MD,success,,1.0,1.0,0.025,8.0,,,0.0,37.19043731689453,1.0,0.000757,success,
42,q01,fedx,2,0,MD,success,,1.0,60.0,1.0,421.0,871.0,4.0,501.0,34143.0,25436.0,25.673289999999998,success,33272.0
43,q01,fedx,2,0,MD,success,,1.0,60.0,1.0,421.0,864.0,15.0,501.0,35692.0,25436.0,25.673657,success,34828.0
44,q01,fedx,2,0,MD,success,,1.0,60.0,1.0,421.0,927.0,4.0,504.0,36165.0,25439.0,25.674522,success,35238.0
45,q01,costfed,2,0,MD,success,,1.0,60.0,1.0,362.0,418.0,496.0,300.0,1420.0,825.0,0.508562,success,1002.0
46,q01,costfed,2,0,MD,success,,1.0,60.0,1.0,362.0,392.0,478.0,300.0,1306.0,825.0,0.508559,success,914.0
47,q01,costfed,2,0,MD,success,,1.0,60.0,1.0,362.0,415.0,489.0,300.0,1333.0,825.0,0.50854,success,918.0
48,q01,splendid,2,0,MD,timeout,120000.0,,60.0,1.0,421.0,1346.0,6272.0,0.0,,1305.0,399.70879399999995,timeout,
49,q01,splendid,2,0,MD,success,,,60.0,1.0,421.0,1307.0,5809.0,0.0,5846.0,840.0,0.036238,success,4539.0
50,q01,splendid,2,0,MD,success,,,60.0,1.0,421.0,1286.0,5795.0,0.0,5828.0,840.0,0.036238,success,4542.0
51,q01,semagrow,2,0,MD,success,,1.0,60.0,1.0,421.0,1876.0,530.0,480.0,5728.0,3413.0,1.894415,success,3852.0
52,q01,semagrow,2,0,MD,success,,1.0,60.0,1.0,421.0,1746.0,546.0,480.0,17778.0,17744.0,10.501574,success,16032.0
53,q01,semagrow,2,0,MD,success,,1.0,60.0,1.0,421.0,1772.0,546.0,480.0,5735.0,3413.0,1.900015,success,3963.0
54,q01,anapsid,2,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
55,q01,anapsid,2,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
56,q01,anapsid,2,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
57,q01,fedup_h0,2,0,MD,success,,1.0,18.0,0.3,144.0,1.0,,120.0,68.0,138.0,0.08170999999999999,success,67.0
58,q01,fedup_h0,2,0,MD,success,,1.0,18.0,0.3,144.0,1.0,,120.0,16.0,138.0,0.08170999999999999,success,15.0
59,q01,fedup_h0,2,0,MD,success,,1.0,18.0,0.3,144.0,1.0,,120.0,17.0,138.0,0.08170999999999999,success,16.0
60,q01,rsa,2,0,MD,success,,1.0,1.0,0.0166666666666666,8.0,,,0.0,37.58835792541504,1.0,0.000757,success,
61,q01,rsa,2,0,MD,success,,1.0,1.0,0.0166666666666666,8.0,,,0.0,38.19990158081055,1.0,0.000757,success,
62,q01,rsa,2,0,MD,success,,1.0,1.0,0.0166666666666666,8.0,,,0.0,34.95597839355469,1.0,0.000757,success,
63,q01,fedx,3,0,MD,success,,3.0,80.0,1.0,562.0,973.0,3.0,670.0,70939.0,48288.0,45.845164,success,69966.0
64,q01,fedx,3,0,MD,success,,3.0,80.0,1.0,562.0,1053.0,3.0,722.0,70577.0,48340.0,45.859984999999995,success,69524.0
65,q01,fedx,3,0,MD,success,,3.0,80.0,1.0,562.0,994.0,3.0,722.0,70217.0,48340.0,45.860659999999996,success,69223.0
66,q01,costfed,3,0,MD,success,,3.0,80.0,1.0,484.0,459.0,534.0,400.0,1785.0,1126.0,0.781605,success,1326.0
67,q01,costfed,3,0,MD,success,,3.0,80.0,1.0,484.0,541.0,630.0,400.0,1732.0,1126.0,0.7816179999999999,success,1191.0
68,q01,costfed,3,0,MD,success,,3.0,80.0,1.0,484.0,522.0,609.0,400.0,1817.0,1126.0,0.7816069999999999,success,1295.0
69,q01,splendid,3,0,MD,success,,,80.0,1.0,562.0,1649.0,7312.0,0.0,7357.0,1120.0,0.048316,success,5708.0
70,q01,splendid,3,0,MD,timeout,120000.0,,80.0,1.0,562.0,1636.0,7179.0,0.0,,1682.0,309.03771,timeout,
71,q01,splendid,3,0,MD,timeout,120000.0,,80.0,1.0,562.0,1404.0,7202.0,0.0,,1738.0,399.928564,timeout,
72,q01,semagrow,3,0,MD,success,,3.0,80.0,1.0,562.0,2056.0,697.0,640.0,7201.0,4410.0,2.53323,success,5145.0
73,q01,semagrow,3,0,MD,timeout,120000.0,,80.0,1.0,562.0,2045.0,634.0,640.0,,28216.0,17.207143,timeout,
74,q01,semagrow,3,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
75,q01,anapsid,3,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
76,q01,anapsid,3,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
77,q01,anapsid,3,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
78,q01,fedup_h0,3,0,MD,success,,3.0,26.0,0.325,208.0,1.0,,160.0,75.0,186.0,0.10986399999999999,success,74.0
79,q01,fedup_h0,3,0,MD,success,,3.0,26.0,0.325,208.0,1.0,,160.0,21.0,186.0,0.10986399999999999,success,20.0
80,q01,fedup_h0,3,0,MD,success,,3.0,26.0,0.325,208.0,2.0,,160.0,21.0,186.0,0.10986399999999999,success,19.0
81,q01,rsa,3,0,MD,success,,3.0,3.0,0.0375,24.0,,,0.0,61.08307838439941,3.0,0.002263,success,
82,q01,rsa,3,0,MD,success,,3.0,3.0,0.0375,24.0,,,0.0,20.01786231994629,3.0,0.002263,success,
83,q01,rsa,3,0,MD,success,,3.0,3.0,0.0375,24.0,,,0.0,19.86217498779297,3.0,0.002263,success,
84,q01,fedx,4,0,MD,success,,4.0,100.0,1.0,704.0,957.0,6.0,904.0,112246.0,77298.0,70.869806,success,111289.0
85,q01,fedx,4,0,MD,success,,4.0,100.0,1.0,704.0,1172.0,3.0,835.0,114080.0,77229.0,70.85453,success,112908.0
86,q01,fedx,4,0,MD,success,,4.0,100.0,1.0,704.0,1127.0,3.0,904.0,119043.0,77298.0,70.872728,success,117916.0
87,q01,costfed,4,0,MD,success,,4.0,100.0,1.0,608.0,570.0,661.0,500.0,2575.0,1682.0,1.153607,success,2005.0
88,q01,costfed,4,0,MD,success,,4.0,100.0,1.0,608.0,693.0,781.0,500.0,2676.0,1682.0,1.153573,success,1983.0
89,q01,costfed,4,0,MD,success,,4.0,100.0,1.0,608.0,725.0,825.0,500.0,2577.0,1682.0,1.1535819999999999,success,1852.0
90,q01,splendid,4,0,MD,timeout,120000.0,,100.0,1.0,704.0,2086.0,9903.0,0.0,,2111.0,497.04684999999995,timeout,
91,q01,splendid,4,0,MD,success,,,100.0,1.0,704.0,1838.0,9187.0,0.0,9227.0,1400.0,0.060391999999999994,success,7389.0
92,q01,splendid,4,0,MD,success,,,100.0,1.0,704.0,1857.0,9021.0,0.0,9063.0,1400.0,0.060391999999999994,success,7206.0
93,q01,semagrow,4,0,MD,timeout,120000.0,,100.0,1.0,704.0,2487.0,723.0,800.0,,28247.0,17.589305,timeout,
94,q01,semagrow,4,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
95,q01,semagrow,4,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
96,q01,anapsid,4,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
97,q01,anapsid,4,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
98,q01,anapsid,4,0,MD,error_runtime,120000.0,,,,,,,0.0,,0.0,0.0,error_runtime,
99,q01,fedup_h0,4,0,MD,success,,4.0,34.0,0.34,272.0,2.0,,200.0,102.0,234.0,0.13785899999999998,success,100.0
100,q01,fedup_h0,4,0,MD,success,,4.0,34.0,0.34,272.0,1.0,,200.0,41.0,234.0,0.13785899999999998,success,40.0
101,q01,fedup_h0,4,0,MD,success,,4.0,34.0,0.34,272.0,1.0,,200.0,33.0,234.0,0.13785899999999998,success,32.0
102,q01,rsa,4,0,MD,success,,4.0,4.0,0.04,32.0,,,0.0,56.7784309387207,4.0,0.0030239999999999998,success,
103,q01,rsa,4,0,MD,success,,4.0,4.0,0.04,32.0,,,0.0,24.47032928466797,4.0,0.0030239999999999998,success,
104,q01,rsa,4,0,MD,success,,4.0,4.0,0.04,32.0,,,0.0,19.891977310180664,4.0,0.0030239999999999998,success,
105,q01,fedx,5,0,MD,timeout,120000.0,,120.0,1.0,849.0,1218.0,3.0,1006.0,,85657.0,73.35486999999999,timeout,
106,q01,fedx,5,0,MD,timeout,120000.0,,120.0,1.0,849.0,1497.0,5.0,960.0,,1174.0,0.613418,timeout,
107,q01,fedx,5,0,MD,timeout,120000.0,,120.0,1.0,849.0,1165.0,3.0,960.0,,1151.0,0.543801,timeout,
108,q01,costfed,5,0,MD,success,,6.0,120.0,1.0,738.0,752.0,865.0,600.0,3646.0,2399.0,1.737633,success,2894.0
109,q01,costfed,5,0,MD,success,,6.0,120.0,1.0,738.0,725.0,821.0,600.0,3559.0,2399.0,1.737612,success,2834.0
110,q01,costfed,5,0,MD,success,,6.0,120.0,1.0,738.0,806.0,908.0,600.0,3727.0,2399.0,1.7376399999999999,success,2921.0
111,q01,splendid,5,0,MD,success,,,120.0,1.0,849.0,2540.0,10897.0,0.0,10931.0,1680.0,0.072462,success,8391.0
112,q01,splendid,5,0,MD,timeout,120000.0,,120.0,1.0,849.0,2357.0,11146.0,0.0,,2522.0,309.30542099999997,timeout,
113,q01,splendid,5,0,MD,timeout,120000.0,,120.0,1.0,849.0,2276.0,11149.0,0.0,,2522.0,309.372161,timeout,
114,q01,semagrow,5,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
115,q01,semagrow,5,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
116,q01,semagrow,5,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
117,q01,anapsid,5,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
118,q01,anapsid,5,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
119,q01,anapsid,5,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
120,q01,fedup_h0,5,0,MD,success,,6.0,46.0,0.3833333333333333,368.0,3.0,,240.0,164.0,286.0,0.16733099999999998,success,161.0
121,q01,fedup_h0,5,0,MD,success,,6.0,46.0,0.3833333333333333,368.0,2.0,,240.0,43.0,286.0,0.16733099999999998,success,41.0
122,q01,fedup_h0,5,0,MD,success,,6.0,46.0,0.3833333333333333,368.0,3.0,,240.0,35.0,286.0,0.16733099999999998,success,32.0
123,q01,rsa,5,0,MD,success,,6.0,6.0,0.05,48.0,,,0.0,70.33133506774902,6.0,0.004546,success,
124,q01,rsa,5,0,MD,success,,6.0,6.0,0.05,48.0,,,0.0,28.603315353393555,6.0,0.004546,success,
125,q01,rsa,5,0,MD,success,,6.0,6.0,0.05,48.0,,,0.0,38.509368896484375,6.0,0.004546,success,
126,q01,fedx,6,0,MD,timeout,120000.0,,140.0,1.0,989.0,1343.0,3.0,1120.0,,1450.0,0.776311,timeout,
127,q01,fedx,6,0,MD,timeout,120000.0,,140.0,1.0,989.0,1125.0,4.0,1120.0,,1394.0,0.667268,timeout,
128,q01,fedx,6,0,MD,timeout,120000.0,,140.0,1.0,989.0,1170.0,4.0,1120.0,,1486.0,0.860995,timeout,
129,q01,costfed,6,0,MD,success,,6.0,140.0,1.0,858.0,794.0,917.0,700.0,3993.0,2792.0,2.155021,success,3199.0
130,q01,costfed,6,0,MD,success,,6.0,140.0,1.0,858.0,735.0,851.0,700.0,4257.0,2792.0,2.154967,success,3522.0
131,q01,costfed,6,0,MD,success,,6.0,140.0,1.0,858.0,792.0,903.0,700.0,3996.0,2792.0,2.155061,success,3204.0
132,q01,splendid,6,0,MD,timeout,120000.0,,,,,4238.0,14688.0,0.0,,2197.0,459.65854199999995,timeout,
133,q01,splendid,6,0,MD,success,,,140.0,1.0,989.0,2833.0,13402.0,0.0,13452.0,1960.0,0.08454199999999999,success,10619.0
134,q01,splendid,6,0,MD,success,,,140.0,1.0,989.0,2692.0,12912.0,0.0,12957.0,1960.0,0.08454199999999999,success,10265.0
135,q01,semagrow,6,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
136,q01,semagrow,6,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
137,q01,semagrow,6,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
138,q01,anapsid,6,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
139,q01,anapsid,6,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
140,q01,anapsid,6,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
141,q01,fedup_h0,6,0,MD,success,,6.0,53.0,0.3785714285714285,424.0,3.0,,280.0,163.0,333.0,0.19486199999999998,success,160.0
142,q01,fedup_h0,6,0,MD,success,,6.0,53.0,0.3785714285714285,424.0,4.0,,280.0,46.0,333.0,0.19486199999999998,success,42.0
143,q01,fedup_h0,6,0,MD,success,,6.0,53.0,0.3785714285714285,424.0,3.0,,280.0,45.0,333.0,0.19486199999999998,success,42.0
144,q01,rsa,6,0,MD,success,,6.0,6.0,0.0428571428571428,48.0,,,0.0,91.5207862854004,6.0,0.004546,success,
145,q01,rsa,6,0,MD,success,,6.0,6.0,0.0428571428571428,48.0,,,0.0,29.860496520996094,6.0,0.004546,success,
146,q01,rsa,6,0,MD,success,,6.0,6.0,0.0428571428571428,48.0,,,0.0,32.00554847717285,6.0,0.004546,success,
147,q01,fedx,7,0,MD,timeout,120000.0,,160.0,1.0,1130.0,1263.0,5.0,1280.0,,1627.0,0.811483,timeout,
148,q01,fedx,7,0,MD,timeout,120000.0,,160.0,1.0,1130.0,1275.0,5.0,1280.0,,1618.0,0.9417829999999999,timeout,
149,q01,fedx,7,0,MD,timeout,120000.0,,160.0,1.0,1130.0,1140.0,3.0,1280.0,,1657.0,0.816716,timeout,
150,q01,costfed,7,0,MD,success,,6.0,160.0,1.0,980.0,858.0,987.0,800.0,5530.0,3679.0,2.764274,success,4672.0
151,q01,costfed,7,0,MD,success,,6.0,160.0,1.0,980.0,888.0,1014.0,800.0,5452.0,3679.0,2.7642279999999997,success,4564.0
152,q01,costfed,7,0,MD,success,,6.0,160.0,1.0,980.0,931.0,1053.0,800.0,5353.0,3679.0,2.764267,success,4422.0
153,q01,splendid,7,0,MD,success,,,160.0,1.0,1130.0,3587.0,15805.0,0.0,15859.0,2240.0,0.09662,success,12272.0
154,q01,splendid,7,0,MD,timeout,120000.0,,160.0,1.0,1130.0,3193.0,15917.0,0.0,,3362.0,308.95779,timeout,
155,q01,splendid,7,0,MD,timeout,120000.0,,160.0,1.0,1130.0,3167.0,15001.0,0.0,,3362.0,308.95779,timeout,
156,q01,semagrow,7,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
157,q01,semagrow,7,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
158,q01,semagrow,7,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
159,q01,anapsid,7,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
160,q01,anapsid,7,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
161,q01,anapsid,7,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
162,q01,fedup_h0,7,0,MD,success,,6.0,61.0,0.38125,488.0,4.0,,320.0,198.0,381.0,0.222744,success,194.0
163,q01,fedup_h0,7,0,MD,success,,6.0,61.0,0.38125,488.0,4.0,,320.0,57.0,381.0,0.222744,success,53.0
164,q01,fedup_h0,7,0,MD,success,,6.0,61.0,0.38125,488.0,4.0,,320.0,49.0,381.0,0.222744,success,45.0
165,q01,rsa,7,0,MD,success,,6.0,6.0,0.0375,48.0,,,0.0,63.84396553039551,6.0,0.004546,success,
166,q01,rsa,7,0,MD,success,,6.0,6.0,0.0375,48.0,,,0.0,31.21566772460937,6.0,0.004546,success,
167,q01,rsa,7,0,MD,success,,6.0,6.0,0.0375,48.0,,,0.0,30.51924705505371,6.0,0.004546,success,
168,q01,fedx,8,0,MD,timeout,120000.0,,180.0,1.0,1271.0,1368.0,3.0,1440.0,,1833.0,0.91525,timeout,
169,q01,fedx,8,0,MD,timeout,120000.0,,180.0,1.0,1271.0,1376.0,3.0,1440.0,,1762.0,0.8268399999999999,timeout,
170,q01,fedx,8,0,MD,timeout,120000.0,,180.0,1.0,1271.0,1364.0,3.0,1440.0,,1852.0,0.9424089999999999,timeout,
171,q01,costfed,8,0,MD,success,,6.0,180.0,1.0,1102.0,985.0,1139.0,900.0,6158.0,4138.0,3.235582,success,5173.0
172,q01,costfed,8,0,MD,success,,6.0,180.0,1.0,1102.0,886.0,1017.0,900.0,5875.0,4138.0,3.2356219999999998,success,4989.0
173,q01,costfed,8,0,MD,success,,6.0,180.0,1.0,1102.0,858.0,987.0,900.0,5878.0,4138.0,3.2355709999999998,success,5020.0
174,q01,splendid,8,0,MD,timeout,120000.0,,180.0,1.0,1271.0,4029.0,18040.0,0.0,,3784.0,342.236851,timeout,
175,q01,splendid,8,0,MD,success,,,180.0,1.0,1271.0,3670.0,17553.0,0.0,17608.0,2520.0,0.10869799999999999,success,13938.0
176,q01,splendid,8,0,MD,success,,,180.0,1.0,1271.0,3619.0,17754.0,0.0,17796.0,2520.0,0.10869799999999999,success,14177.0
177,q01,semagrow,8,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
178,q01,semagrow,8,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
179,q01,semagrow,8,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
180,q01,anapsid,8,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
181,q01,anapsid,8,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
182,q01,anapsid,8,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
183,q01,fedup_h0,8,0,MD,success,,6.0,68.0,0.3777777777777777,544.0,3.0,,360.0,240.0,428.0,0.25021499999999997,success,237.0
184,q01,fedup_h0,8,0,MD,success,,6.0,68.0,0.3777777777777777,544.0,3.0,,360.0,60.0,428.0,0.25021499999999997,success,57.0
185,q01,fedup_h0,8,0,MD,success,,6.0,68.0,0.3777777777777777,544.0,4.0,,360.0,56.0,428.0,0.25021499999999997,success,52.0
186,q01,rsa,8,0,MD,success,,6.0,6.0,0.0333333333333333,48.0,,,0.0,59.38911437988281,6.0,0.004546,success,
187,q01,rsa,8,0,MD,success,,6.0,6.0,0.0333333333333333,48.0,,,0.0,24.51944351196289,6.0,0.004546,success,
188,q01,rsa,8,0,MD,success,,6.0,6.0,0.0333333333333333,48.0,,,0.0,23.920774459838867,6.0,0.004546,success,
189,q01,fedx,9,0,MD,timeout,120000.0,,200.0,1.0,1418.0,1756.0,3.0,1600.0,,1902.0,1.0473059999999998,timeout,
190,q01,fedx,9,0,MD,timeout,120000.0,,200.0,1.0,1418.0,1524.0,5.0,1600.0,,1977.0,0.979417,timeout,
191,q01,fedx,9,0,MD,timeout,120000.0,,200.0,1.0,1418.0,1452.0,4.0,1600.0,,2010.0,0.947641,timeout,
192,q01,costfed,9,0,MD,success,,7.0,200.0,1.0,1236.0,1044.0,1199.0,1000.0,7808.0,5170.0,4.082511,success,6764.0
193,q01,costfed,9,0,MD,success,,7.0,200.0,1.0,1236.0,980.0,1115.0,1000.0,8104.0,5170.0,4.082549,success,7124.0
194,q01,costfed,9,0,MD,success,,7.0,200.0,1.0,1236.0,964.0,1086.0,1000.0,8280.0,5170.0,4.08251,success,7316.0
195,q01,splendid,9,0,MD,success,,,200.0,1.0,1418.0,4227.0,19451.0,0.0,19494.0,2800.0,0.120764,success,15267.0
196,q01,splendid,9,0,MD,timeout,120000.0,,200.0,1.0,1418.0,4196.0,19458.0,0.0,,4341.0,202.480821,timeout,
197,q01,splendid,9,0,MD,timeout,120000.0,,200.0,1.0,1418.0,4174.0,19927.0,0.0,,4201.0,154.915058,timeout,
198,q01,semagrow,9,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
199,q01,semagrow,9,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
200,q01,semagrow,9,0,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
201,q01,anapsid,9,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
202,q01,anapsid,9,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
203,q01,anapsid,9,0,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
204,q01,fedup_h0,9,0,MD,success,,7.0,78.0,0.39,624.0,4.0,,400.0,195.0,478.0,0.278846,success,191.0
205,q01,fedup_h0,9,0,MD,success,,7.0,78.0,0.39,624.0,4.0,,400.0,64.0,478.0,0.278846,success,60.0
206,q01,fedup_h0,9,0,MD,success,,7.0,78.0,0.39,624.0,5.0,,400.0,58.0,478.0,0.278846,success,53.0
207,q01,rsa,9,0,MD,success,,7.0,7.0,0.035,56.0,,,0.0,110.80145835876463,7.0,0.005307,success,
208,q01,rsa,9,0,MD,success,,7.0,7.0,0.035,56.0,,,0.0,31.01778030395508,7.0,0.005307,success,
209,q01,rsa,9,0,MD,success,,7.0,7.0,0.035,56.0,,,0.0,35.66098213195801,7.0,0.005307,success,
210,q01,fedx,0,1,MD,success,,1.0,20.0,1.0,140.0,620.0,5.0,180.0,6491.0,2672.0,3.229714,success,5871.0
211,q01,fedx,0,1,MD,success,,1.0,20.0,1.0,140.0,609.0,3.0,180.0,4713.0,2672.0,3.228153,success,4104.0
212,q01,fedx,0,1,MD,success,,1.0,20.0,1.0,140.0,600.0,3.0,180.0,4046.0,2672.0,3.2372009999999998,success,3446.0
213,q01,costfed,0,1,MD,success,,1.0,20.0,1.0,120.0,232.0,272.0,100.0,553.0,220.0,0.12858999999999998,success,321.0
214,q01,costfed,0,1,MD,success,,1.0,20.0,1.0,120.0,211.0,255.0,100.0,481.0,220.0,0.128599,success,270.0
